Programa,Cohorte,Fecha_Primer_Inscrito,Mes_Lanzamiento,Costo_Oficial_Bs,Seno_Mes,Coseno_Mes,Tipo_Programa_Curso,Tipo_Programa_Diplomado,Categoria_Administración,Categoria_Derecho,Categoria_Educación,Categoria_Investigación,Categoria_Psicología,Categoria_Salud,Categoria_Tecnología,Tamano_Cohorte
TERAPIA COGNITIVA CONDUCTUAL EN NIÑOS Y ADOLESCENTES,Edición Ago 2024,2023-10-27,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
TERAPIA COGNITIVA CONDUCTUAL EN NIÑOS Y ADOLESCENTES,Edición Dic 2024,2023-11-24,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,1,0,0,10
TERAPIA COGNITIVA CONDUCTUAL EN NIÑOS Y ADOLESCENTES,Edición May 2025,2023-10-27,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
TERAPIA COGNITIVO CONDUCTUAL,Edición Dic 2025,2023-11-21,11,2500.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,1,0,0,5
TERAPIA COGNITIVO CONDUCTUAL,Edición Feb 2024,2023-11-01,11,2500.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,1,0,0,5
TERAPIA COGNITIVO CONDUCTUAL,Edición Jul 2025,2024-08-23,8,2500.0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,1,0,0,5
TERAPIA COGNITIVO CONDUCTUAL,Edición Mar 2025,2023-12-16,12,2500.0,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,1,0,0,5
TERAPIA COGNITIVO CONDUCTUAL,Edición Oct 2023,2023-10-29,10,2500.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0,0,5
TERAPIA COGNITIVO CONDUCTUAL DE TERCERA GENERACION,Edición Dic 2024,2023-09-10,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,10
TERAPIA COGNITIVO CONDUCTUAL DE TERCERA GENERACION,Edición Oct 2024,2023-12-03,12,150.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0,0,10
TERAPIA COGNITIVO CONDUCTUAL DE TERCERA GENERACION,Edición Oct 2025,2023-09-17,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,10
TRABAJOS DE GRADO E INVESTIGACIÓN,Edición Dic 2024,2024-06-30,6,120.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,7
TRABAJOS DE GRADO E INVESTIGACIÓN,Edición Jun 2024,2023-11-02,11,120.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,1,0,0,0,7
TRABAJOS DE GRADO E INVESTIGACIÓN,Edición Oct 2023,2023-12-08,12,120.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,1,0,0,0,7
TRABAJOS DE GRADO E INVESTIGACIÓN,Edición Sep 2023,2024-01-14,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,7
TRABAJOS DE GRADO E INVESTIGACIÓN,Edición Sep 2024,2024-07-11,7,120.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,1,0,0,0,7
TRAMITES EN DERECHOS REALES,Edición Abr 2024,2024-05-06,5,130.0,0.49999999999999994,-0.8660254037844387,1,0,0,1,0,0,0,0,0,6
TRAMITES EN DERECHOS REALES,Edición Ago 2025,2023-11-12,11,130.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,6
TRAMITES EN DERECHOS REALES,Edición Dic 2023,2024-01-23,1,130.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,6
TRAMITES EN DERECHOS REALES,Edición Jun 2024,2023-11-20,11,130.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,6
TRAMITES EN DERECHOS REALES,Edición Jun 2025,2023-10-14,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
TRAMITES EN DERECHOS REALES,Edición Oct 2025,2023-10-06,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
TRANSTORNOS DE ANSIEDAD EN NIÑOS Y ADOLESCENTES,Edición Abr 2026,2023-10-24,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
TRANSTORNOS DE ANSIEDAD EN NIÑOS Y ADOLESCENTES,Edición Mar 2026,2023-10-19,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,14
TRANSTORNOS DE LA CONDUCTA ALIMENTARIA EN NIÑOS Y ADOLESCENTES,Edición Dic 2023,2024-01-06,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,1,0,0,7
TRANSTORNOS DE LA CONDUCTA ALIMENTARIA EN NIÑOS Y ADOLESCENTES,Edición May 2025,2024-04-21,4,120.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,1,0,0,14
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición Ago 2025,2023-10-08,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición Dic 2025,2023-10-15,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición Ene 2026,2023-09-23,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,7
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición Jul 2024,2023-10-28,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición May 2024,2023-09-22,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,7
"TRANSTORNOS PSICOTICOS: CLASIFICACION, DIAGNOSTICO Y ACOMPAÑAMIENTO PRICOLOGICO TERAPEUTICO",Edición Nov 2025,2023-10-27,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
